title,brand,price,url,img,description,source,sold,priceOnRequest
1963 Rolex GMT-Master 1675 'PCG' Gilt ‘Serpico Y Laino’ Double-Swiss 'Underline',Rolex,85000,https://www.vintagewatchcollective.com/product-page/1963-rolex-gmt-master-1675-pcg-gilt-serpico-y-laino-double-swiss-underline,"https://static.wixstatic.com/media/53167e_148f0947b0414e748d0c3b51000c72f1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1971 Rolex GMT-Master Ref. 1675 MK1 'Long E' dial with Papers,Rolex,17500,https://www.vintagewatchcollective.com/product-page/1971-rolex-gmt-master-ref-1675-mk1-long-e-dial-with-papers,"https://static.wixstatic.com/media/53167e_76744c2e78c54ca38b65f7c72096d581~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1966 Rolex Daytona Ref. 6239 with 'Tiffany & Co.' dial,Rolex,0,https://www.vintagewatchcollective.com/product-page/1966-rolex-daytona-ref-6239-with-tiffany-co-dial,"https://static.wixstatic.com/media/53167e_12ba242a86c5439683e458c7b9e6274f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,True,True
1969 Seiko Professional Diver Ref. 6159-7001 'Hi-Beat' Unpolished,Seiko,6500,https://www.vintagewatchcollective.com/product-page/1969-seiko-professional-diver-ref-6159-7001-hi-beat-unpolished,"https://static.wixstatic.com/media/53167e_00bb13c42e884cb88b11abd2888af446~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1972 Rolex Datejust Ref. 1603 'Confetti' with Double Punched Papers,Rolex,9000,https://www.vintagewatchcollective.com/product-page/1972-rolex-datejust-ref-1603-confetti-with-double-punched-papers,"https://static.wixstatic.com/media/53167e_6d74194fe4774598853a7fbebcdbbd87~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
"2015 Rolex Submariner Ref. 116613LN with Box, Papers and original sales invoice",Rolex,13000,https://www.vintagewatchcollective.com/product-page/2015-rolex-submariner-ref-116613ln-with-box-papers-and-original-sales-invoice,"https://static.wixstatic.com/media/53167e_3799105382b84564b14673bf9ea051cf~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1983 LNOS Rolex Datejust Ref. 16000 with Blue 'Buckley' dial,Rolex,10500,https://www.vintagewatchcollective.com/product-page/1983-lnos-rolex-datejust-ref-16000-with-blue-buckley-dial,"https://static.wixstatic.com/media/53167e_c6f97a89150b42aa9228fb339abdbbd3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1972 Rolex Oyster Precision Ref. 6427 Silver 'Linen' dial,Rolex,2950,https://www.vintagewatchcollective.com/product-page/1972-rolex-oyster-precision-ref-6427-silver-linen-dial,"https://static.wixstatic.com/media/53167e_e398031e2f584bedbd97b2cbfe0f27d6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1963 Rolex GMT-Master Ref. 1675 'PCG' with Gilt 'Underline' dial Fuchsia insert,Rolex,36500,https://www.vintagewatchcollective.com/product-page/1963-rolex-gmt-master-ref-1675-pcg-with-gilt-underline-dial-fuchsia-insert,"https://static.wixstatic.com/media/53167e_2db5cf7ee8bd4f2fbf42b1e76dd3fc6a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1959 Rolex Datejust Ref. 6605 cream tropical 'Roulette' dial with 'Salazar Mark',Rolex,6750,https://www.vintagewatchcollective.com/product-page/1959-rolex-datejust-ref-6605-cream-tropical-roulette-dial,"https://static.wixstatic.com/media/53167e_5b6931ea6e2c41e6b412be27ebb61d41~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
1953 Rolex Datejust Ref. 6105 ‘Roulette’ in Steel and 18K Rose Gold,Rolex,4950,https://www.vintagewatchcollective.com/product-page/1953-rolex-datejust-ref-6105-roulette-in-steel-and-18k-rose-gold,"https://static.wixstatic.com/media/53167e_538468cb446e46f298e2157e7ae2d9bd~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",,Vintage Watch Collective,False,False
